No;Label;Username;Tweet
702;none;vnyfe;@IndihomeJTD INTERNETNYA INDONESIA @itsvelisa @jantitjendana @SitiSannah #GiveawayIndiHomeJTD #InternetnyaIndonesia #IndiHome
703;compliment;bapaknyaaida;Hati² dijalan - Tulus. Pagi² kerja nyetel lagu galau ?? pake internet IndiHome gaada buffering nge-galau nya ?? https://t.co/eNCRq5KYCQ
704;complaint;jeonseagyull;indihome jelek bgt demi allah lelah
705;none;hnata__;@okkyandrianlola @IndiHome Iya kemarin pasang indihome juga gitu, sempet was-was kalo data disalah gunain. Tapi mau gimana lagi ????
706;complaint;tinkeubeil;indihome kek tai
707;complaint;budakkorporaat;mengawali hari dengan mencaci maki telkom sing telfan telfon nawari promo, jancok lek gak penting ojok telfan telfon su, koyo jaringan mu wis apik ae @IndiHome
708;inquiry;aquene25;tagihan pasti perbulan 30mbps berapa sih sbenarnya ? @IndiHomeCare @IndiHome #IndiHome #indihome
709;complaint;rezarivalda;@okkyandrianlola @IndiHome Sama nih...kayak gini jg kemarin, terus pas udah survey ternyata jaringannya penuh....
710;campaign;indonesianatv;Dalam #SelasaBisaBahasa hari ini, kita akan mempelajari beberapa kosa kata sehari-hari dalam bahasa Banyumasan. Banyumas adalah daerah sebelah barat Jawa Tengah, masyarakatnya disebut “wong ngapak”. Ikuti program Nusa Tutur di https://t.co/L90XhNFF8m, IndiHome, dan UseeTV https://t.co/P2ErdPbmBv
711;complaint;jxvaul;Indihome lelet banget astaga, download film 1 eps dri jam 7 sampe skrg ga jalan2??
712;compliment;awiyueo;Kerjaan adek sepupu kalau ke rumah. Ngeyoutube sampaii bosan cari apa aja bisa di nonton, untung di rumah pake indihome https://t.co/MCNuijeCN1
713;none;ambulan3;@Amijaya24 @sorwitkates @SeputarTetangga Persis, yg provider ilegal menentang sekali indihome masuk sini, tp klo tiap tahun musti benerin tv dan peralatan elektronik lain sih ya pegel jg kak??.
714;inquiry;okkyandrianlola;salah satu sales indihome dekat rumah dia minta saya daftar dulu sebelum ada tim survey buat ke lokasi, tp persyaratannya menurut saya gak biasa,karena saya dulu jg pernah psang indohome di rumah yg lama.Ap begini prosedurnya pengambilan datanya? Kyk mau ngajuin pinjol @IndiHome https://t.co/ABw55IemLf
715;compliment;bapaknyaaida;"""stop making me worry, na heedo."" yang diacak2 rambut, yang berantakan hati ???? gapernah bosen nonton K-drama Channel TvN di IndiHome TV #TwentyFiveTwentyOne #TwentyFiveTwentyOneEp8 https://t.co/FA6XlMZh8L"
716;none;de_twit7;@IndiHomeCare ,@IndiHome , @IndihomeTang , @IndihomeFiber https://t.co/UykvZ0bOYL
717;complaint;sirsanndy;Woaaah, service saya juga yg di AWS tidak bisa diakses di jaringan @IndiHomeCare @IndiHome
718;none;ambulan3;@sorwitkates @SeputarTetangga Iya mungkin itu namanya kak, yg sdh faham resikonya beralih ke indihome
719;campaign;shyntako;Anyyeong Haseyo Yeorobun, cuma mau ngumpulin EXOL, terutama yang bucin sama KAI jangan sampe kelewatan livestreaming variety show ini! #AktivitasTanpaBatas #IndiHome #EXO https://t.co/p8ihGLDHEK
720;inquiry;lechasseurdmr;Wifi yang bagus apa ya? Selain IndiHome.
721;complaint;banyakperang;Sumpah indihome ini sinyalnya ngaco
722;inquiry;einsen12;@IndiHome halo min.
723;complaint;goodnessinside8;"@IndiHomeCare @TelkomIndonesia Setelah 136 hari komplainan kami tanpa solusi dan kalian hanya beri jawaban basi ""dalam progress, sudah prioritas, percepatan perbaikan"" Pertanyaan kami : Hari, Tanggal dan Jam berapa Layanan Indihome bisa kami pergunakan kembali dengan normal ?"
724;complaint;ailikematcha;Udahh seminggu lebih wifi lemot banget, zoom kelempar lempar terusss jadi ga mood buat kelas, ini indihome kenapa sihh??? LEMOT PARAH
725;campaign;rudieling11;Sebelum kerja ditemani IndiHome, sarapan dulu dg bubur ayam favorit. #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/UQu6sPyz9Q
726;complaint;ideolojan;@adoleruth_ wkwkwk lindungilah ruth dr indihome yg problematik
727;own tweet;indihomecare;@ArdanRA Hai, Kak Ara. Yoha bantu pengecekan yah Kak, informasikan dahulu atas nama pemilik, alamat, jumlah tagihan terakhir, relasi dengan pemilik IndiHome, nomor HP utama dan nomot HP alternatif via DM yah ... https://t.co/vLrX0OULlC
728;own tweet;indihomecare;@Leslaiii3 Halo, Kak Leslai. Yuli informasikan, jika ingin menyaksikan streaming Liga Inggris, Kakak bisa berlangganan Mola TV ya melalui IndiHome TV-nya dan tidak hanya Liga Inggris saja, tapi Kakak juga... https://t.co/wI9ZspT3Tz
729;inquiry;goodnessinside8;@IndiHomeCare @IndiHome @TelkomIndonesia Detail apa yang kalian sampaikan melalui DM ? Tidak ada detail sama sekali disana! @IndiHomeCare @TelkomIndonesia apakah yang dibawah ini info detail ? Coba buka kamus lagi, terminologi detail itu seperti apa. https://t.co/qv2fLZ7b9F
730;complaint;thisbbanghoon;indihome di mohon kerjasama nya lo pending mulu sialan
731;complaint;sandri109;@IndiHomeCare lemot bgt indihome saya ini udah berminggu2 tolong dong lagi wfh nih jadi ganggu bgt
732;complaint;usiadinii;Indihome punya masalah apa si kmren maksa buat nambah jd 40mbps skeg gabisa digunain, buffering etc ??????@IndiHome
733;compliment;anugrah72768202;Mumpung bulan ramadhan sudah dekat, dzikir virtual dulu dengan jaringangan indihome semangat menyambut ramadhan ?? https://t.co/FO362rqxGd
734;campaign;edowahy99136570;#indihome #AktivitasTanpaBatas https://t.co/D0UtY1kzH4
735;campaign;intannrahayuu15;#AktivitasTanpaBatas #InternetnyaIndonesia #BerjuangTanpaBatas #IndiHome https://t.co/Q98uVaEq9z
736;compliment;tobengae;@IndiHomeCare Min, kalo mau menyaksikan Liga Inggris di IndiHome TV dmana ya? #KuisIndiHomeCare
737;compliment;pesikindra2;Waste time?????? ForzaMilan ???? Nonton enak pake Indihome unlimited ?????? https://t.co/blb6D7X8Ap
738;campaign;intannrahayuu15;#AktivitasTanpaBatas #InternetnyaIndonesia #BerjuangTanpaBatas #IndiHome https://t.co/M7fQzAeo2J
739;none;amijaya24;@sorwitkates @ambulan3 @SeputarTetangga Yup, tapi pas indihome masuk kan ada poster posternya, nah tu poster dicabutin sama yg punya provider abal abal itu ??
740;campaign;intannrahayuu15;#AktivitasTanpaBatas #InternetnyaIndonesia #BerjuangTanpaBatas #IndiHome https://t.co/FWcdvoAGI8
741;campaign;intannrahayuu15;#AktivitasTanpaBatas #InternetnyaIndonesia #BerjuangTanpaBatas #IndiHome https://t.co/b09TggGu8K
742;campaign;intannrahayuu15;#AktivitasTanpaBatas #InternetnyaIndonesia #BerjuangTanpaBatas #IndiHome https://t.co/GGPHAq1xeU
743;campaign;edowahy99136570;#indihome #AktivitasTanpaBatas https://t.co/orzYsprbRy
744;complaint;ardanra;@IndiHomeCare Kenapa IndiHome saya tidak ada internet dan indikator PON bewarna merah.?
745;inquiry;mustikakhairani;@IndiHome please kindky check my dm. Thank you
746;compliment;daengrisal99;Bekerja sambil browsing internet pakai INDIHOME ?? #InternetnyaIndonesia https://t.co/dNeJ7VEbM9
747;compliment;indryindryindry;Hobby banget nonton film² dr Disney+hotstar dr Useetv Indihome filmnya keren2 ???? https://t.co/u87IM4axWu
748;none;bungarampai28;@tintinnya @klinikhukum @IndiHomeCare Saya baru saja berhenti @IndiHome sebulan lalu, awalnya beberapa kali menghibungi CS, melaporkan permasalahan respon standar yang 3x24 jam bla bla, tidak ada notifikasi apakah laporan tersebut ditindak lanjuti, akhirnya saya putuskan stop, saat lapor kembali ke 3
749;compliment;daengrisal99;Standby di kantor pakai WiFi indihome #InternetnyaIndonesia https://t.co/sDQ3GgJgGm
750;campaign;auliya1311;Punya balita rumah nya gak bisa rapi, tp gk masalah sih asalkan mainnya aman aj, jd aku bisa kerja sambil jagain sikecil, meski ada anak kecil pekerjaan inline tetep jalan lah kan koneksi IndiHome lancar bgt?? #AktivitasTanpaBatas https://t.co/WaJe8cQ7Kz
751;compliment;chenhrln_;@IndiHomeCare sukses selalu IndiHome
752;complaint;ssplashark29;INDIHOME LAGI NGELAG BANGET YA
753;compliment;nurmuly32287273;@indihomeborneo @IndiHome Mamahku adalah Hero,,,malaikat tak bersayap yg menjadi inspirasi yg selalu mmbwt sy bersemangat ????sy byk belajar hidup dr mamah yg menjadi ortu tunggal dr 7 bersaudara sy anak sulung,,,dan skrg sy jg harus bs seperti mamah sy????bravo tuk para single mom ????????
754;campaign;isnaendi;Wih indihome lagi ada diskon 50% biaya pasang baru khusus di bulan maret aja loh! #AktivitasTanpaBatas #InternetnyaIndonesia #IndiHome #RewardChallengeTR3 https://t.co/vGUtyRsDSZ
755;complaint;ichsnlirfn;gue kira shopee error ternyata @IndiHome nya bermasalah,pas coba ISP lain lgsg lancar https://t.co/7Fv3I7JbWU
756;complaint;sweetcreatoere;indihome ayo kita gelut ??
757;none;mzba2l;"Kaget buka ige Ruth pulang :"") Indihome ga bestie sama MNC sih, nontonnya effort banget kudu pake RCTI+ Yah namanya juga X Factor, ga murni 100% lomba nyanyi wkwk Cover What About Us nya tetep di hati ? paling keren sakpole"
758;compliment;myoucl;"@JIYUOUNG @JOOJHYUK Aku agaknya setahun ini tiada kesan tanpa emosi dia kalau ngobrol sama aku loh, agaknya dia udah naik pitam punya pacar koneksi indihome. Lucu kayak kamu dan pacarmu. &lt;3"
759;inquiry;tentangtaput;@IndiHome selamat pagi, sudah hampir sebulan pengajuan saya sejak terverifikasi belum dipasang juga. Nomor registrasi MYIR-10385614910001
760;complaint;oeifusing;@lppratama @nuralka @tintinnya Indihome gak bisa diharap buat buka aplikasi super lelet.
761;compliment;saipipul;Mager Day. ?? Ga masalah sih mager selama masih ada koneksi dari IndiHome ?? https://t.co/GLDIo23Fxr
762;complaint;tutut67sugiarto;Indihome gangguan lagi?
763;inquiry;taput60dtk;@IndiHome selamat pagi, sudah hampir sebulan pengajuan saya sejak terverifikasi belum dipasang juga. Nomor registrasi MYIR-10385614910001
764;compliment;sorwitkates;@ambulan3 @SeputarTetangga Repeater mungkin? Jadi nanti dibuat hotspot gitu kan? Marak sih di daerah2, tapi dikit dikit indihome sudah mulai masuk. Jadi tahun tahun ini sudah mulai berkurang yg illegal itu.
765;own tweet;indihomecare;@dlissh___ Halo, Kak Dlish. SOD (Speed On Demand) merupakan fitur dari produk home internet (IndiHome) untuk melakukan upgrade speed secara temporer/sementara sesuai kebutuhan. Registrasinya dapat dilakukan... https://t.co/LDtXKXX6GA
766;inquiry;rumahtaput;@IndiHome selamat pagi, sudah hampir sebulan pengajuan saya sejak terverifikasi belum dipasang juga. Nomor registrasi MYIR-10385614910001
767;complaint;tetyaprynti;Lagi wfh gini , Indihome kenapa ngadat sihh , toloonggg ??????
768;complaint;kwackyy;@secgron @IndiHome @IndiHome hayoo looo udah semingguan juga ga stabil nih di gw
769;none;haruchivoo;@sirwilliamjm indihome ya
770;complaint;ehjumil;ih asu pagi-pagi indihome udah berulah
771;complaint;mhmmd__rff;Saat ini yg kusadari web yg sudah di throttle sama Indihome: Apple App Store, Tokped, Gojek, Youtube, Steam, Microsoft (Office, OneDrive), Youtube (kadang²), Google Meet, Zoom.
772;campaign;sagita_ersa;Udah ketemu Selasa lagi, WFH atau WFO jangan lupa tetap sarapan biar semangat jalanin #AktivitasTanpaBatas, yang pasti pake IndiHome #InternetnyaIndonesia juga biar kerjaan jadi lancar
773;complaint;mjdmms0223;indihome gangguan mulu??
774;complaint;chwenotcha;indihome ya tuhan
775;none;hyunsu__k;To my bestie, putus nyambung putus nyambung itu hubungan apa sinyal indihome
776;none;naxiawoo;@kamisaqto indihome sering dendam jadi kayaknya emg gabisa
777;none;piggylygy_;@haejjyaniee in yaa.. indihome ?
778;complaint;strdnrv;Can’t barely breathe between my work and you’re not helping at all @IndiHome
779;complaint;cosmowgirl;Indihome kamu lagi kenapa ?????? @IndiHome
780;complaint;cosmowgirl;Indihome kamu lagi kenapaa ?????? @IndiHomeCare
781;complaint;bacoutan;@IndiHomeCare min indihome saya koneksinya hilang lampu PON berkedip merah min
782;complaint;arkas_official;@tintinnya @klinikhukum @IndiHomeCare lah kirain saya doang yang kesel, admin indihome kalo di tanya jawabannya kurang bisa di pahami, orng tidak tau caranya tetep aja tidak berusaha menjelaskan
783;complaint;syaifulhuseinnn;Oalah ternyata emg Indihome yg gak bisa ngakses console aws smlm
784;complaint;edenphile;kenapa sih wifi indihome tuh sangat amat jsjskskksksks. i'm tired of mati-nyalain-mati-nyalain wifi https://t.co/EyEaOC4UuX
785;none;christalss__;@hendrisriyanto @secgron @IndiHome @IndiHomeCare gimana ga budeh replyan aja ditutup wkwkwk
786;compliment;adeliafahrianii;Sorry to say kalo mau dibuat perbandingan, indihome emg kadang suka eror tp cs sama teknisinya very fast respon, mereka bisa dtg hari itu juga, plg telat besoknya. Kalo my republic, emg jrg eror tapi sekalinya bermasalah, teknisinya baru dtg berminggu-minggu. Bad myrepublic!
787;none;gkbut;@minjeongismine tingkat mau marah2 ke indihome : ?? tau teknisinya mba2 : ????????????
788;none;rhm4mel;@MartabakKingJbr @IndiHome Gapake provider laen ae si
789;complaint;cococalypsoo;indihome bgst sll abis bayar ngelekk
790;compliment;shellanoviati;To do list hari ini numpuk banget nih dari mulai zoom meeting, cari refrensi online, nelfon client untung ada #IndiHome, bantu kerjaan jadi cepet beres deh ?? https://t.co/0lb1SGHwUG
791;inquiry;joblessdino;@IndiHomeCare min mohon kroscek kenapa tagihan indihome bulanan saya cuman 30.000 ya?
792;compliment;shellanoviati;Selamat pagi dunia!, kumpulin semua semangat kalian yah, awali hari mu dengan secangkir kopi, segudang inspirasi dan pastinya #IndiHome dongs yang bikin hari kalian jadi happy ?? https://t.co/N11wxF7vNQ
793;own tweet;indihomecare;@KaluelaK Hai Kak Kirana, Nancy informasikan jatuh tempo pembayaran IndiHome adalah tanggal 20 setiap bulannya. Jangan sampai telat ya agar tidak dikenakan denda dan pastinya jaringan Kakak tidak akan... https://t.co/onx8cy1J5e
794;own tweet;indihomecare;@beecaine Halo, Kak Cip. Jika ada yang bisa dibantu seputar layanan IndiHome, bisa langsung saja DM, ya. Informasikan nomor layanan, nomor HP, beserta nomor HP alternatif via DM ( https://t.co/yuUDRsTpwI), agar disolusikan dengan penanganan yg terbaik dan sesuai. Terima kasih. -Naia
795;none;hanbin86520628;kawal terus kasus tangmo sampe semua yang terlibat dihukum ikutin terus perkembangan kasus tangmo pake jaringan indihome RIP tangmo https://t.co/iY3n65x3Uy
796;complaint;zenalmuttaqin_;@IndiHomeCare Min IndiHome saya enggak ada koneksinya
797;compliment;hanbin86520628;udah pada nonton treasure di weekly idol belom? yuk tonton mereka pake jaringan indihome https://t.co/z3R4HiA9Np
798;compliment;ratihra49418868;@IndiHomeCare Ya Allah keren banget IndiHome ?? baru lapor semalem remote IndiHome TV gw rusak, pagi2 udah dianter aja remot yang baru. Best terus ya IndiHome servicenya. I'm cry ??
799;none;wargahumanis;@secgron @IndiHome ikutan gugat nang @inaang
800;compliment;hanbin86520628;yang mau prewed butuh referensi photo bisa banget ala ala korea semangat terus cari referensi pale jaringan indihome lebih cepar https://t.co/4HWwSBGXPL
801;own tweet;indihomecare;@dhanicao Halo, Kak Fadila. Sudah dicek ya dan hal tersebut guna pengecekan lebih lanjut informasikan via DM alamat pemasangan, jumlah tagihan terakhir(lunas) dan relasi dengan pemilik IndiHome. Terima kasih. ... https://t.co/G0EL350rYl
802;compliment;qfly_mu;Si asik meeting zoom pagi pagi happy katanya karena meetingnya lancar jaya dengan koneksi indihome yang koneksinya selalu mantul???? https://t.co/FUC8W29qR5
803;campaign;gandasaputra727;Yuk cari tau tentang cloud storage di indihome #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/NbPBirSwBn
804;none;ali_njajali;@adantoro @sambeljepit Ketoke aku yo ra nyalahke Indihome lho :(
805;own tweet;indihomecare;@She_Love96 Halo, Sobat. Silakan informasikan nomor layanan IndiHome, nomor HP, beserta nomor HP alternatif via DM ( https://t.co/yuUDRsTpwI), agar segera ditindaklanjuti. Terima kasih. -Naia
806;none;putuprdnya;@Stockbit kenapa susah diakses lewat Indihome? https://t.co/KSqpmOtgz8
807;compliment;ydur6792;Playlist lagu di youtube emang favorit banget buat nemenin kerja di rumah seharian, makin seneng lagi kalo jaringan indihome stabil juga. Makin siap deh beraktivitas tanpa batas seharian ?? https://t.co/aDUETEQ7md
808;compliment;black__baloons;Oh iya tp btw keluarga bandung w make indihome jg tp jarang gangguan sih(?) Apa itu balik lg ke jariangan daerahnya masing2 ya?
809;none;hitlergarut;@ekplisit jihad bersama indihome.
810;inquiry;kirimbalik;@UseeTVcom @DreamWorksTV untuk akses useetv apakah harus pakai indihome?
811;complaint;irvandytan;@ratudanone HAHAHAHA! Emang bener2 kan si indihome udah dari dulu ba aku geram banget sama dia ????
812;complaint;yayes_nyaong;@IndiHomeCare Lawak kalian, udah dikasi tau masalah di jam 01.00-05.00 WITA Selalu aja konfirmasi perbaikan di luar jam itu. Baca woi BACA!!!!!!!!! @IndiHome @TelkomIndonesia @TelkomCare
813;campaign;delamahardina;Liburan dimanapun kapanpun bisa streaming via aplikasi UseeTV GO. Bisa nonton berbagai tayangan eksklusif IndiHome TV di aplikasi UseeTV GO! #AktivitasTanpaBatas #InternetnyaIndonesia #IndiHomeMbois
814;campaign;delamahardina;"Film-film blockbuster terbaru bisa kamu saksikan di @catchplayplusID. Download &amp; Aktifkan CATCHPLAY+ di IndiHome Apps Store sekarang juga! #AktivitasTanpaBatas #InternetnyaIndonesia #IndiHomeMbois"
815;inquiry;kaluelak;@IndiHomeCare Min, kalo jatuh tempo pembayaran IndiHome itu tanggal berapa ya?
816;none;dwiindahwidyas1;buruan tinkatkan kecepatan speednya.. biarkan indiHome jadi juaranya.. https://t.co/ZVnfg0hKuE
817;none;hitlergarut;"""Tuhan, mengapa ia Kau masukkan ke surga sedang ia mabuk, berjudi, dan berzina selagi di dunia?"" ""Lihatlah kesabarannya yang besar tak tertandingi dengan menggunakan wifi indihome."""
818;complaint;delusionalgirll;tolong tolongg banget ya indihome tiap saya mau absen nih ya kuliah knp tiba tiba gangguan mulu sihh kesel nanti kalo telat kan berabe.
819;complaint;agnk13;Halo @IndiHome @IndiHomeCare tolong dong udah 1 hari indihome gangguan di bintaro nih, udah mati total, di modem lampu indikator 'los' nyala merah. #indhomegangguan
820;compliment;soeongwo;dulu pake indihome ga pernah separah ini deh, ya emang lemod tapi ga sampe mati bener bener gabisa dipake sampe lebih dari sehari zzz biznet sampah bgt mana harga naik mulu udh 3x nya indihome ??
821;inquiry;taputsrikandi;@IndiHome selamat pagi, sudah hampir sebulan pengajuan saya sejak terverifikasi belum dipasang juga. Nomor registrasi MYIR-10385614910001
822;own tweet;indihomecare;@axprincepsz Hi, Kak Cinn. Yuk informasikan nomor layanan IndiHome, nomor HP, beserta nomor HP alternatif via DM ( https://t.co/yuUDRsTpwI), agar Naia bantu tindaklanjuti. Terima kasih. -Naia
823;complaint;black__baloons;Temen gue pake indihome dirumahnya juga bermasalah terus. Saran gue buat yg lg pgn pasang wifi, terutama yg daerahnya udh terjangkau sm myrep, mending pake myrep. Internetnya cepet, gabanyak gangguan, harga juga ga mahal-mahal banget. Terus kl ntn konser online jg selalu lancar??
824;none;widtwit;@pln_123 @pln_123 help jalan karanglo gemah raya semarang listrik padam . Saya wfh indihome jadi ikut mati .
825;complaint;depok_fess;?? saran provider wif daerah cimanggis, udh coba firstmed sm indihome, tp jelek
826;none;gusmilan;Adakah yg sudah pakai ISP iconnet nya PLN? Kalau dibandingin sama Indihome, lebih baik mana kah?
827;inquiry;adrie0912;@IndiHome min saya DM min...internet dr kmren error g konek..cb di respon lah
828;complaint;roseybee_;@gurlynicc sinyal indihome di rumahku lagi aneh, entah cuma punyaku apa semua juga eror
829;compliment;mysumatera;Salah satu lirik cantik dari album terbaru @tulusm , Manusia. Album ini dikeluarkan sebagai milestone 10 tahun karir Tulus di dunia musik. Bisa dibilang ini album yang bisa bikin galau kamu jadi lebih maksimal? #Pagii #TulusManusia #Tulus #IndiHome #InternetnyaIndonesia https://t.co/HPryDVBWGg
830;own tweet;indihomejtd;Pagi-pagi gini waktu yang pas buat ngopi cantik hehe. Suasana yg masih sejuk, dan langit juga masi cerah nii cocok banget buat ngopi sambil kerja pake internet IndiHome, emang paling bener ?? #InternetnyaIndonesia #AktivitasTanpaBatas
831;campaign;harrydamon;@TelkomJabar 2-1-3-4-5 #IndiHome #AktivitasTanpaBatas #GiveawayTelkomjabar
832;complaint;dnwym;i hate indihome, grrr
833;none;nonangie;Anak indihome teroercaya siapa ya
834;inquiry;patarnababan;@IndiHome selamat pagi, sudah hampir sebulan pengajuan saya sejak terverifikasi belum dipasang juga. Nomor registrasi MYIR-10385614910001
835;complaint;treatytea;gajelas banget indihome
836;complaint;_gubernur;Indihome ada masalah apa ya? Sini cerita
837;complaint;deayuliaf;Indihome kenapa ya lemot banget setelah dapet telpon konfirmasi upgrade jdi 30mbps. Zoom nya dikit dikit reconnecting??
838;none;itukutil;@txtdarikintil @BiznetHome @IndiHome nya damagena teu ngotak musuh mah wkwkwk
839;own tweet;indihomecare;@cokyfv Halo, Kak Cooky. Sama-sama, terima kasih atas apresiasinya ya dan semoga informasi yang kami berikan bisa bermanfaat, ikuti terus timeline kami untuk informasi seputar layanan IndiHome nya, ya.... https://t.co/noSyr3Kljy
840;own tweet;indihomecare;@eugenius2012 Hai, Kak Ronny. Yoha bantu pengecekan yah Kak, informasikan dahulu atas nama pemilik, alamat, jumlah tagihan terakhir dan relasi dengan pemilik IndiHome via DM guna kerahasiaan data. Terima Kasih.... https://t.co/2MWreWaBCL
841;campaign;diahkartikas1;Bukan bahagia yang menjadikan kita bersyukur, tetapi dengan bersyukurlah yang akan menjadikan kita bahagia. Bisa internetan sepuasnya pake IndiHome juga satu hal yg harus disyukuri ?? #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/fB8xIcVQLE
842;none;0seonho;@praptyonsky tuyul maksudku mbak aku indihome
843;campaign;nc_chya;Hayo siapa yang masih bingung dengan istilah prabayar dan pascabayar layanan IndiHome? Sini-sini, mimin akan jelaskan kedua istilah tersebut. Yuk, simak di sini ya! #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/tGRYZ1b8ZC
844;complaint;andraghassan;gw sih salut banget sama indihome, 3 menit menjelang pts malah gabisa :))
845;none;drh_sagara;"@affrizalgani @tintinnya @klinikhukum @IndiHomeCare Tl;dr indihome monopoli makanya bikin user ga punya pilihan laen, apalagi di daerah"
846;compliment;msi3193;Gmn sob, sarapan ku, mantap toh .? Sarapan, ngantor, kerja bareng IndiHome, biar akses internet nya lancar. https://t.co/nbAhRPuny0
847;own tweet;indihomecare;@medyrenaldy_ @IndiHome Hai, Kak Medy. Maaf Kak atas kondisi yang dialami, sebelumnya bisa informasikan nomor internet, nomor HP aktif dan alternatif via DM atau klik link berikut https://t.co/yuUDRsTpwI untuk dibantu penanganan jaringannya Kak. Terima kasih. -Nata
848;none;txtdarikintil;@ItuKutil @BiznetHome @IndiHome Asli til komo maen wildrift, bahasa goblog anjing setan geus pasti kaluar mun keur war??
849;campaign;repull;Beli add on semakin mudah?????? #AktivitasTanpaBatas #BerjuangTanpaBatas #IndiHome #IndiHomeSelaludiHati #InternetnyaIndonesia https://t.co/xnRHhFKwBi
850;compliment;msi3193;Bahagia itu kita yang ciptakan.. Seperti saat kerjaan semua lancar karena ada pendukung internetnya IndiHome.. https://t.co/T6o5rfAAOy
851;none;iko2indovictory;@callmeupiwww @steveaokky @tintinnya @klinikhukum @IndiHomeCare Sama kak..tempat saya jg cm ada indihome, yg dari PLN cm tiang nya doank yg ada,jaringannya ga ada ??????
852;campaign;repull;Bisnis jadi lancar????????????????????? #AktivitasTanpaBatas #BerjuangTanpaBatas #IndiHome #IndiHomeSelaludiHati #InternetnyaIndonesia https://t.co/qPAEWvjkek
853;inquiry;eugenius2012;@IndiHomeCare kira2 kapan ya deposit indihome sy dulu balik masuk ke rekening saya??
854;campaign;repull;Linkaja??????? #AktivitasTanpaBatas #BerjuangTanpaBatas #IndiHome #IndiHomeSelaludiHati #InternetnyaIndonesia https://t.co/PNVxJq1bII
855;compliment;msi3193;cerita pengalaman teman, katanya semenjak kantornya pakai indiHome kerjanya jadi semakin mudah dan lancar.. https://t.co/LKRV92pAHw
856;campaign;repull;Buruan?????? #AktivitasTanpaBatas #BerjuangTanpaBatas #IndiHome #IndiHomeSelaludiHati #InternetnyaIndonesia https://t.co/fgpfCrrRVK
857;compliment;cokyfv;@IndiHomeCare Wah IndiHome kerenn, mantapp??
858;campaign;repull;Tanpa perangkat mahal?????? #AktivitasTanpaBatas #BerjuangTanpaBatas #IndiHome #IndiHomeSelaludiHati #InternetnyaIndonesia https://t.co/jzAapmgUHV
859;none;wahyudifirly;System lu yg ancur. Mau restart ribuan kali ya tetep bakal ancur gabakal ngaruh. Ini pas interview teknisi indihome cuman di test bisa nge restart doang apa ngga gitu ya?
860;complaint;ventiyupi;Km gk jlas @indihome
861;none;cluring;@Maya_Tania Gw rela loh hampir 1 tahun ga pasang internet dan kirim permohonan ke segala macam provider supaya bersedia pasang jaringan di komplek, meskipun udah ada indihome. Nyaris khilaf siy apply ke indihome, untung aja prosesnya ribet jd gw cancel dan bersabar. Ga lama Biznet melintas
862;none;daveleviev;Indihome user be like, 10000ms PING
863;none;al_rasyidi;@secgron @IndiHome Kalo di gugat yg jawabannya suruh restart modem
864;none;bindihome;Indihome Cimahi Selatan https://t.co/B4GigQxRvE
865;compliment;sindua54;sobat nggak mau kelewatan nonton pertandingan olahraga favorit? Kamu bisa lho, langganan minipack IndiSport 2! hanya Rp20.000 perbulan, kamu udah bisa nikmatin tayangan olahraga pilihan dari Usee Sports dan Usee Sports 2! mudahkan pakai indiHome.. https://t.co/5xizZ54EAw
866;none;bnevolnt;@subbeic belum sih cuma ada indihome yang analisa supranatural aja
867;compliment;uwistory21;Mengawali pagi dengan mendengarkan music by Nadin Amizah, tentunya gunain internet dari indihome yang bisa sepuasnya denger music?? https://t.co/NC4rUp8Cgu
868;complaint;damnone23;"udah sebulan ini buka web &amp; apps keluarga google lemot banget pake indihome. butuh berapa lama dah @IndiHomeCare biar bisa bener. anak usaha bumn gini amat emang ya"
869;none;bindihome;Indihome Cimahi Selatan https://t.co/yB0leBhOH1
870;own tweet;indihomecare;@kucingolen_ Halo, Sobat. Untuk pengecekan lebih lanjut, silakan informasikan nomor layanan IndiHome, nomor HP, beserta nomor HP alternatif via DM ( https://t.co/yuUDRsTpwI), ya. Terima kasih. -Naia
871;complaint;frikarashi;@tintinnya @klinikhukum @IndiHomeCare Pantesan buka @tokopedia aja lelet. Kirain salahnya di appnya, ternyata @IndiHome nya ngindie
872;none;bindihome;Indihome Cimahi Utara https://t.co/IyopFdfWLs
873;own tweet;indihomecare;@coolkid00s Halo, Kak Ifa. Jika ada yang bisa dibantu seputar layanan IndiHome, bisa langsung saja DM, ya. Informasikan nomor layanan, nomor HP, beserta nomor HP alternatif via DM ( https://t.co/yuUDRsTpwI), agar disolusikan dengan penanganan yg terbaik dan sesuai. Terima kasih. -Naia
874;none;bindihome;Indihome Cimahi Utara https://t.co/bV64Ma8Y8O
875;none;ahmad_syaff;@BudiSetyawanNas @kangUrut_oke @msaid_didu Mau bantuin beli kuota mas bro ?? Nih saya di tawarin wifi tetangga indihome ,karena pakai gak pakai bayarnya sama katanya Kecuali emang cuma buzzer????
876;complaint;pyuraaa;@tanyakanrl karna pake indihome atau speedy kalau saya, pas ganti tri ga knapa2
